HRS2008Q21,Ref: SecJ.WORKSTATUS.Q21_ (In what month and year did you become disabled?) Month entered must be before or in [System Month]\, [System Date] Month: [DISABLED-MO] Year: ... 499 1919-2008. Actual Value 64 9998. DK (Don't Know); NA (Not Ascertained) 1 9999. RF (Refused) 16653 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q22,Ref: SecJ.WORKSTATUS.Q22_ In what month and year did you retire? Month: Year: ... 121 1. JAN 57 2. FEB 59 3. MAR 86 4. APR 92 5. MAY 131 6. JUN 69 7. JUL 58 8. AUG 72 9. SEP 74 10. OCT 49 11. NOV 82 12. DEC 167 98. DK (Don't Know); NA (Not Ascertained) 3 99. RF (Refused) 16097 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q23,Ref: SecJ.WORKSTATUS.Q23_YrRetired (In what month and year did you retire?) Month: [RETIRED-MO] Year: ... 1056 1937-2008. Actual Value 61 9998. DK (Don't Know); NA (Not Ascertained) 3 9999. RF (Refused) 16097 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q24,Ref: SecJ.WORKSTATUS.Q24_WorkforPay Are you doing any work for pay at the present time? ... 5878 1. YES 11321 5. NO 8. DK (Don't Know); NA (Not Ascertained) 5 9. RF (Refused) 13 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q25,Ref: SecJ.WORKSTATUS.Q25_EmpSelfOth [On the job you plan to go back to\,/On your current (main) job\,] do you work for someone else\, are you self-employed\, or what? If R says\, 'I run my own business' choose 'self-employed' ... 4447 1. SOMEONE ELSE 1420 2. SELF-EMPLOYED 11 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 11339 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q26,Ref: SecJ.WORKSTATUS.Q26_NotWrk ... 8544 1. NOT WORKING PREVIOUS AND CURRENT WAVES 8673 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q27,Ref: SecJ.WORKSTATUS.Q27_ ... 3928 1. WORK SOMEONE ELSE AND EMPLOYED PREV WAVE 1077 2. NOT WORK SOME ELSE AND EMPLOYED PREV WAVE 355 3. NOT CURRENTLY SELF EMP AND SELF EMP PREV WAVE 11857 4. ALL OTHERS
HRS2008Q28,Ref: SecJ.WORKSTATUS.Q28Q29BP ... 3928 3. WORKING FOR SOMEONE ELSE THIS WAVE AND NOT WORKING FOR SOMEONE ELSE LAST WAVE 1077 4. (NOT WORKING FOR PAY OR NOT WORKING FOR SOMEONE ELSE) AND NOT WORKING FOR SOMEONE ELSE LAST WAVE 355 5. SELF EMPLOYED LAST WAVE AND NOT SELF EMPLOYED THIS WAVE 11857 6. ALL OTHERS Blank. INAP (Inapplicable); Partial Interview
HRS2008Q29,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q29_MoStopWrkSelf According to our records\, in [PREV WAVE FIRST R IW MONTH]/[/Prev Wave Iw Mo] [Previous Wave First R Interview Year]/[Prev Wave Iw Yr] you were self-employed. In what month and year did you stop working for yourself? Month entered must be between [PREV WAVE FIRST R IW MONTH]/[/Prev Wave Iw Mo] \, [Previous Wave First R Interview Year]/[Prev Wave Iw Yr] and [System Month]\, [System Date] Month: Year: ... 43 1. JAN 16 2. FEB 16 3. MAR 17 4. APR 21 5. MAY 18 6. JUN 21 7. JUL 10 8. AUG 20 9. SEP 32 10. OCT 19 11. NOV 25 12. DEC 94. STILL WORKING FOR SELF (AS PRIMARY JOB) 21 96. STILL WORKING FOR SELF AS SECOND JOB 52 97. DENIES BEING SELF-EMPLOYED AT PREVIOUS IW 23 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 16863 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q30,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q30_YrStopWrkSelf (According to our records\, in [PREV WAVE FIRST R IW MONTH]/[/Prev Wave Iw Mo] [Previous Wave First R Interview Year]/[Prev Wave Iw Yr] you were self-employed. In what month and year did you stop working for yourself?) Month entered must be between [PREV WAVE FIRST R IW MONTH]/[/Prev Wave Iw Mo] \, [Previous Wave First R Interview Year]/[Prev Wave Iw Yr] and [System Month]\, [System Date] Month: [STOPPED WORKING FOR SLF-MO] Year: ... 272 2000-2009. Actual Value 9 9998. DK (Don't Know); NA (Not Ascertained) 73 9999. RF (Refused) 16863 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q31,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q31Q29TOW158_2BP ... 303 0. ALL OTHERS 52 1. R DENIES WORKING FOR SELF PREV WAVE 16862 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q32,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q32_ Were there any months since [System Month] System Date/[Previous Wave Month]/ [Previous Wave First R Interview Year]/[Prev Wave Iw Yr] when you were not working for pay? ... 5 1. YES 16 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17196 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q33,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q33Q32TOW158_2BP ... 5 0. ALL OTHERS 16 1. R DID NOT REPORT ANY MONTHS NOT WORKING FOR PAY AT Q32 17196 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q34,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q34.MonthList[1] ... 1. JAN 06 2. FEB 06 3. MAR 06 4. APR 06 1 5. MAY 06 6. JUN 06 7. JUL 06 8. AUG 06 9. SEP 06 10. OCT 06 1 11. NOV 06 12. DEC 06 1 13. ALL OF 2006 2 14. JAN 07 15. FEB 07 16. MAR 07 17. APR 07 18. MAY 07 19. JUN 07 20. JUL 07 21. AUG 07 22. SEP 07 23. OCT 07 24. NOV 07 25. DEC 07 26. ALL OF 2007 27. JAN 08 28. FEB 08 29. MAR 08 30. APR 08 31. MAY 08 32. JUN 08 33. JUL 08 34. AUG 08 35. SEP 08 36. OCT 08 37. NOV 08 38. DEC 08 39. ALL OF 2008 TO DATE 40. ALL OF 2008 41. ALL OF 2006 (AFTER PREV IW MO ) 42. ALL OF 2005 (AFTER PREV IW MO ) 43. ALL OF 2005 44. ALL OF 2004 (AFTER PREV IW MO ) 45. ALL OF 2004 46. ALL OF 2003 (AFTER PREV IW MO ) 47. ALL OF 2003 48. ALL OF 2002 (AFTER PREV IW MO ) 49. ALL OF 2002 50. ALL OF 2001 (AFTER PREV IW MO ) 51. ALL OF 2001 52. ALL OF 2000 (AFTER PREV IW MO ) 53. ALL OF 2000 54. ALL OF 1999 (AFTER PREV IW MO ) 55. ALL OF 1999 56. ALL OF 1998 (AFTER PREV IW MO ) 57. ALL OF 1998 58. ALL OF 1997 (AFTER PREV IW MO ) 59. ALL OF 1997 60. ALL OF 1996 (AFTER PREV IW MO ) 61. ALL OF 1996 62. ALL OF 1995 (AFTER PREV IW MO ) 63. ALL OF 1995 64. ALL OF 1994 (AFTER PREV IW MO ) 65. ALL OF 1994 66. ALL OF 1993 (AFTER PREV IW MO ) 67. ALL OF 1993 68. ALL OF 1992 (AFTER PREV IW MO ) 69. OTHER (SPECIFY) 70. JAN 09 71. FEB 09 72. MAR 09 73. APR 09 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17212 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q35,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q34.MonthList[2] ... 1. JAN 06 2. FEB 06 3. MAR 06 4. APR 06 5. MAY 06 6. JUN 06 7. JUL 06 8. AUG 06 9. SEP 06 10. OCT 06 11. NOV 06 1 12. DEC 06 13. ALL OF 2006 14. JAN 07 1 15. FEB 07 16. MAR 07 17. APR 07 1 18. MAY 07 19. JUN 07 20. JUL 07 21. AUG 07 22. SEP 07 23. OCT 07 24. NOV 07 25. DEC 07 1 26. ALL OF 2007 27. JAN 08 28. FEB 08 29. MAR 08 30. APR 08 31. MAY 08 32. JUN 08 33. JUL 08 34. AUG 08 35. SEP 08 36. OCT 08 37. NOV 08 38. DEC 08 39. ALL OF 2008 TO DATE 40. ALL OF 2008 41. ALL OF 2006 (AFTER PREV IW MO ) 42. ALL OF 2005 (AFTER PREV IW MO ) 43. ALL OF 2005 44. ALL OF 2004 (AFTER PREV IW MO ) 45. ALL OF 2004 46. ALL OF 2003 (AFTER PREV IW MO ) 47. ALL OF 2003 48. ALL OF 2002 (AFTER PREV IW MO ) 49. ALL OF 2002 50. ALL OF 2001 (AFTER PREV IW MO ) 51. ALL OF 2001 52. ALL OF 2000 (AFTER PREV IW MO ) 53. ALL OF 2000 54. ALL OF 1999 (AFTER PREV IW MO ) 55. ALL OF 1999 56. ALL OF 1998 (AFTER PREV IW MO ) 57. ALL OF 1998 58. ALL OF 1997 (AFTER PREV IW MO ) 59. ALL OF 1997 60. ALL OF 1996 (AFTER PREV IW MO ) 61. ALL OF 1996 62. ALL OF 1995 (AFTER PREV IW MO ) 63. ALL OF 1995 64. ALL OF 1994 (AFTER PREV IW MO ) 65. ALL OF 1994 66. ALL OF 1993 (AFTER PREV IW MO ) 67. ALL OF 1993 68. ALL OF 1992 (AFTER PREV IW MO ) 69. OTHER (SPECIFY) 70. JAN 09 71. FEB 09 72. MAR 09 73. APR 09 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17213 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q36,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q34.MonthList[3] ... 1. JAN 06 2. FEB 06 3. MAR 06 4. APR 06 5. MAY 06 6. JUN 06 7. JUL 06 8. AUG 06 9. SEP 06 10. OCT 06 11. NOV 06 12. DEC 06 1 13. ALL OF 2006 14. JAN 07 15. FEB 07 16. MAR 07 17. APR 07 18. MAY 07 19. JUN 07 20. JUL 07 21. AUG 07 22. SEP 07 23. OCT 07 24. NOV 07 25. DEC 07 26. ALL OF 2007 27. JAN 08 28. FEB 08 29. MAR 08 30. APR 08 31. MAY 08 32. JUN 08 33. JUL 08 34. AUG 08 35. SEP 08 36. OCT 08 37. NOV 08 38. DEC 08 1 39. ALL OF 2008 TO DATE 40. ALL OF 2008 41. ALL OF 2006 (AFTER PREV IW MO ) 42. ALL OF 2005 (AFTER PREV IW MO ) 43. ALL OF 2005 44. ALL OF 2004 (AFTER PREV IW MO ) 45. ALL OF 2004 46. ALL OF 2003 (AFTER PREV IW MO ) 47. ALL OF 2003 48. ALL OF 2002 (AFTER PREV IW MO ) 49. ALL OF 2002 50. ALL OF 2001 (AFTER PREV IW MO ) 51. ALL OF 2001 52. ALL OF 2000 (AFTER PREV IW MO ) 53. ALL OF 2000 54. ALL OF 1999 (AFTER PREV IW MO ) 55. ALL OF 1999 56. ALL OF 1998 (AFTER PREV IW MO ) 57. ALL OF 1998 58. ALL OF 1997 (AFTER PREV IW MO ) 59. ALL OF 1997 60. ALL OF 1996 (AFTER PREV IW MO ) 61. ALL OF 1996 62. ALL OF 1995 (AFTER PREV IW MO ) 63. ALL OF 1995 64. ALL OF 1994 (AFTER PREV IW MO ) 65. ALL OF 1994 66. ALL OF 1993 (AFTER PREV IW MO ) 67. ALL OF 1993 68. ALL OF 1992 (AFTER PREV IW MO ) 69. OTHER (SPECIFY) 70. JAN 09 71. FEB 09 72. MAR 09 73. APR 09 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17215 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q37,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q34.MonthList[4] ... 1. JAN 06 2. FEB 06 3. MAR 06 4. APR 06 5. MAY 06 6. JUN 06 7. JUL 06 8. AUG 06 9. SEP 06 10. OCT 06 11. NOV 06 12. DEC 06 13. ALL OF 2006 1 14. JAN 07 15. FEB 07 16. MAR 07 17. APR 07 18. MAY 07 19. JUN 07 20. JUL 07 21. AUG 07 22. SEP 07 23. OCT 07 24. NOV 07 25. DEC 07 26. ALL OF 2007 27. JAN 08 28. FEB 08 29. MAR 08 30. APR 08 31. MAY 08 32. JUN 08 33. JUL 08 34. AUG 08 35. SEP 08 36. OCT 08 37. NOV 08 38. DEC 08 39. ALL OF 2008 TO DATE 40. ALL OF 2008 41. ALL OF 2006 (AFTER PREV IW MO ) 42. ALL OF 2005 (AFTER PREV IW MO ) 43. ALL OF 2005 44. ALL OF 2004 (AFTER PREV IW MO ) 45. ALL OF 2004 46. ALL OF 2003 (AFTER PREV IW MO ) 47. ALL OF 2003 48. ALL OF 2002 (AFTER PREV IW MO ) 49. ALL OF 2002 50. ALL OF 2001 (AFTER PREV IW MO ) 51. ALL OF 2001 52. ALL OF 2000 (AFTER PREV IW MO ) 53. ALL OF 2000 54. ALL OF 1999 (AFTER PREV IW MO ) 55. ALL OF 1999 56. ALL OF 1998 (AFTER PREV IW MO ) 57. ALL OF 1998 58. ALL OF 1997 (AFTER PREV IW MO ) 59. ALL OF 1997 60. ALL OF 1996 (AFTER PREV IW MO ) 61. ALL OF 1996 62. ALL OF 1995 (AFTER PREV IW MO ) 63. ALL OF 1995 64. ALL OF 1994 (AFTER PREV IW MO ) 65. ALL OF 1994 66. ALL OF 1993 (AFTER PREV IW MO ) 67. ALL OF 1993 68. ALL OF 1992 (AFTER PREV IW MO ) 69. OTHER (SPECIFY) 70. JAN 09 71. FEB 09 72. MAR 09 73. APR 09 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17216 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q38,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q34.MonthList[5] ... 1. JAN 06 2. FEB 06 3. MAR 06 4. APR 06 5. MAY 06 6. JUN 06 7. JUL 06 8. AUG 06 9. SEP 06 10. OCT 06 11. NOV 06 12. DEC 06 13. ALL OF 2006 14. JAN 07 1 15. FEB 07 16. MAR 07 17. APR 07 18. MAY 07 19. JUN 07 20. JUL 07 21. AUG 07 22. SEP 07 23. OCT 07 24. NOV 07 25. DEC 07 26. ALL OF 2007 27. JAN 08 28. FEB 08 29. MAR 08 30. APR 08 31. MAY 08 32. JUN 08 33. JUL 08 34. AUG 08 35. SEP 08 36. OCT 08 37. NOV 08 38. DEC 08 39. ALL OF 2008 TO DATE 40. ALL OF 2008 41. ALL OF 2006 (AFTER PREV IW MO ) 42. ALL OF 2005 (AFTER PREV IW MO ) 43. ALL OF 2005 44. ALL OF 2004 (AFTER PREV IW MO ) 45. ALL OF 2004 46. ALL OF 2003 (AFTER PREV IW MO ) 47. ALL OF 2003 48. ALL OF 2002 (AFTER PREV IW MO ) 49. ALL OF 2002 50. ALL OF 2001 (AFTER PREV IW MO ) 51. ALL OF 2001 52. ALL OF 2000 (AFTER PREV IW MO ) 53. ALL OF 2000 54. ALL OF 1999 (AFTER PREV IW MO ) 55. ALL OF 1999 56. ALL OF 1998 (AFTER PREV IW MO ) 57. ALL OF 1998 58. ALL OF 1997 (AFTER PREV IW MO ) 59. ALL OF 1997 60. ALL OF 1996 (AFTER PREV IW MO ) 61. ALL OF 1996 62. ALL OF 1995 (AFTER PREV IW MO ) 63. ALL OF 1995 64. ALL OF 1994 (AFTER PREV IW MO ) 65. ALL OF 1994 66. ALL OF 1993 (AFTER PREV IW MO ) 67. ALL OF 1993 68. ALL OF 1992 (AFTER PREV IW MO ) 69. OTHER (SPECIFY) 70. JAN 09 71. FEB 09 72. MAR 09 73. APR 09 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17216 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q39,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q34.MonthList[6] ... 1. JAN 06 2. FEB 06 3. MAR 06 4. APR 06 5. MAY 06 6. JUN 06 7. JUL 06 8. AUG 06 9. SEP 06 10. OCT 06 11. NOV 06 12. DEC 06 13. ALL OF 2006 14. JAN 07 15. FEB 07 1 16. MAR 07 17. APR 07 18. MAY 07 19. JUN 07 20. JUL 07 21. AUG 07 22. SEP 07 23. OCT 07 24. NOV 07 25. DEC 07 26. ALL OF 2007 27. JAN 08 28. FEB 08 29. MAR 08 30. APR 08 31. MAY 08 32. JUN 08 33. JUL 08 34. AUG 08 35. SEP 08 36. OCT 08 37. NOV 08 38. DEC 08 39. ALL OF 2008 TO DATE 40. ALL OF 2008 41. ALL OF 2006 (AFTER PREV IW MO ) 42. ALL OF 2005 (AFTER PREV IW MO ) 43. ALL OF 2005 44. ALL OF 2004 (AFTER PREV IW MO ) 45. ALL OF 2004 46. ALL OF 2003 (AFTER PREV IW MO ) 47. ALL OF 2003 48. ALL OF 2002 (AFTER PREV IW MO ) 49. ALL OF 2002 50. ALL OF 2001 (AFTER PREV IW MO ) 51. ALL OF 2001 52. ALL OF 2000 (AFTER PREV IW MO ) 53. ALL OF 2000 54. ALL OF 1999 (AFTER PREV IW MO ) 55. ALL OF 1999 56. ALL OF 1998 (AFTER PREV IW MO ) 57. ALL OF 1998 58. ALL OF 1997 (AFTER PREV IW MO ) 59. ALL OF 1997 60. ALL OF 1996 (AFTER PREV IW MO ) 61. ALL OF 1996 62. ALL OF 1995 (AFTER PREV IW MO ) 63. ALL OF 1995 64. ALL OF 1994 (AFTER PREV IW MO ) 65. ALL OF 1994 66. ALL OF 1993 (AFTER PREV IW MO ) 67. ALL OF 1993 68. ALL OF 1992 (AFTER PREV IW MO ) 69. OTHER (SPECIFY) 70. JAN 09 71. FEB 09 72. MAR 09 73. APR 09 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17216 Blank. INAP (Inapplicable); Partial Interview
HRS2008Q40,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q34.MonthList[7] ... 1. JAN 06 2. FEB 06 3. MAR 06 4. APR 06 5. MAY 06 6. JUN 06 7. JUL 06 8. AUG 06 9. SEP 06 10. OCT 06 11. NOV 06 12. DEC 06 13. ALL OF 2006 14. JAN 07 15. FEB 07 16. MAR 07 1 17. APR 07 18. MAY 07 19. JUN 07 20. JUL 07 21. AUG 07 22. SEP 07 23. OCT 07 24. NOV 07 25. DEC 07 26. ALL OF 2007 27. JAN 08 28. FEB 08 29. MAR 08 30. APR 08 31. MAY 08 32. JUN 08 33. JUL 08 34. AUG 08 35. SEP 08 36. OCT 08 37. NOV 08 38. DEC 08 39. ALL OF 2008 TO DATE 40. ALL OF 2008 41. ALL OF 2006 (AFTER PREV IW MO ) 42. ALL OF 2005 (AFTER PREV IW MO ) 43. ALL OF 2005 44. ALL OF 2004 (AFTER PREV IW MO ) 45. ALL OF 2004 46. ALL OF 2003 (AFTER PREV IW MO ) 47. ALL OF 2003 48. ALL OF 2002 (AFTER PREV IW MO ) 49. ALL OF 2002 50. ALL OF 2001 (AFTER PREV IW MO ) 51. ALL OF 2001 52. ALL OF 2000 (AFTER PREV IW MO ) 53. ALL OF 2000 54. ALL OF 1999 (AFTER PREV IW MO ) 55. ALL OF 1999 56. ALL OF 1998 (AFTER PREV IW MO ) 57. ALL OF 1998 58. ALL OF 1997 (AFTER PREV IW MO ) 59. ALL OF 1997 60. ALL OF 1996 (AFTER PREV IW MO ) 61. ALL OF 1996 62. ALL OF 1995 (AFTER PREV IW MO ) 63. ALL OF 1995 64. ALL OF 1994 (AFTER PREV IW MO ) 65. ALL OF 1994 66. ALL OF 1993 (AFTER PREV IW MO ) 67. ALL OF 1993 68. ALL OF 1992 (AFTER PREV IW MO ) 69. OTHER (SPECIFY) 70. JAN 09 71. FEB 09 72. MAR 09 73. APR 09 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17216 Blank. INAP (Inapplicable); Partial Interview
